production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2022-04-12,16956,663,180,17,343,"No Visit to C-platform due to weather 
Dumped sand for blasters 
Cleaned up around platform for crew change 
Blasters continued to blast on Header, test sep and c-platform incoming risers",2022-04-13__Arena Partner DPR.pdf
2022-04-13,16885,608,181,15,343,"Made visit to C platform, got shakeouts, and looked over the platform. 
Made walkdown of B platform checking everything out. 
Got weekly chemical inventory at B platform. 
Caught up Bilfinger JSA
’
s into the portal. 
Blasters working on the header skid, test separator, and incoming pig reciever skids.",2022-04-14__Arena Partner DPR.pdf
2022-04-14,16100,723,227,20,343,"Made visit to C platform, got shakeouts and pulled fluid sample off of the C- 2
 
intermediate casing. 
The platform diesel generator would not get power. Found a broken wire on a 
solenoid on the side of the engine. 
Repaired it and it started working so we swapped over to it and shut down the 
rental diesel for inspection and changed fuel filters on it. 
We then changed fuel filters on the platform diesel generator. 
Well test on B- 2 and C- 1
, put B- 4 in test.
Electrician came over and made repairs to the action items in SEMS and then I 
closed them out. He also changed out a platform light. 
Bilfinger worked on painting on the incoming pig receivers, header, and test 
separator skids. 
Genesis came out and proved the gas sales meters. 
Gas compressor went down at 
10:00
pm on loss of ignition and would not restart. 
Left B platform down.",2022-04-15__Arena Partner DPR.pdf
2022-04-15,16668,576,200,15,343,"The gas compressor went down last night at 
10:00
pm on loss of ignition and would 
not restart. Shut in B platform wells and left C wells flowing. 
Got high BS&W at 
4:00
am. Circulated chemical batch treatment into heater treater 
and wet and dry oil tanks and got it under control. 
No visit to C platform due to weather. 
Electrician worked on a couple of lights around the facility. 
Bilfinger worked on blasting the pig receivers, header skid, and touched up the 
underside of the heliport. 
The panel for the gas readings is not working. Tried troubleshooting it with Genesis 
tech but could not resolve it over the phone. He will come out when weather 
permits. 
Continued to troubleshoot the compressor throughout the day with no success, so 
the mechanic should be here on the boat in the morning.",2022-04-16__Arena Partner DPR.pdf
2022-04-16,16652,633,184,18,343,"MV Emelie Rose made a pollution check at C platform. 
MV Emelie Rose arrived at 
5:00
am with the mechanic. We offloaded him and he 
started working on the compressor. 
Dumped totes of Scaletreat 8580 , 14755
, and Waxtreat 16054
. Didn
’
t empty the 
Waxtreat so we kept the tote. 
Backloaded trash, empty grocery box, and two empty totes onto the MV Emelie 
Rose. 
Mechanic found the mag pickup wiring harness was broken. He temporarily fixed it 
until we can get another and we brought B platform BOL. 
Bilfinger stood by cleaning up until operations could clear the area and then applied 
primer onto the test separator and header skid.
Compressor went down again at 
6:00
pm and would not restart. Shut in B wells.",2022-04-17__Arena Partner DPR.pdf
2022-04-17,16790,482,156,12,343,"The compressor went down at 
6:00
pm last night and would not restart. Shut in B 
platform and notified foreman. 
Made visit to C platform and swapped the C- 2 into test and got shakeouts.
Completed platform status, firewater pump inspection, capsule inspection, and 
batch treated the system with biocide. 
Completed monthly EEP drill of accident/medical emergency. 
The mechanic came over and put the pickup from the generator and wiring for it on 
the compressor and spliced it in. It started up so we brought B platform BOL. 
Bilfinger worked on putting the stripe coating on the incoming pig receivers from C 
platform.",2022-04-18__Arena Partner DPR.pdf
2022-04-18,16813,682,180,17,355,"We had issues with the coalescer filling up with fluid last night but we were able to 
find a valve that was open that shouldn
’
t have been and got it stopped. 
We also noticed last night the PSV on the inlet of the fuel gas was leaking by. We 
replaced it with one with the recommended set pressure from the tool room. 
Made visit to C platform and got shakeouts and checked sand traps. 
Had a PSL on the rich side of the glycol pump. Found it was just in the dead band of 
the pilot. Cleared it and reset the pilot. 
Well test on C- 2 came off unusually high so I restarted it.
The shower next to the eight-man room has a water leak coming from the side of 
the insert about eight inches off the floor. We investigated it but could not find 
anything wrong without having to remove the insert. For now, we will try not to use 
that shower and put a towel down if we have to. 
Bilfinger working on touch up painting the heliport and painted the risers for the 
incoming pipelines from C platform.",2022-04-19__Arena Partner DPR.pdf
2022-04-19,16744,628,180,18,355,"Made visit to C platform, got shakeouts, and checked sand traps. 
The C- 2 test came out low on total fluid and gas again along with the BS&W now at
40%
. Will continue to test and monitor. 
Mechanic came over and changed the wiring to the pickup on the compressor. 
Brought B platform BOL after compressor downtime. 
Cleaned out and organized locker outside galley. 
Pumped tote of diesel into day tank. 
Bilfinger worked on blasting and painting on the test separator, header skid, and pig 
receivers from C platform.",2022-04-20__Arena Partner DPR.pdf
2022-04-20,16647,575,181,15,355,"Made pollution visit at C platform with Arena 51 .
Got chemical inventory at B platform. Put chemical and soap order in Coupa. 
Had to adjust the water level in the test separator due to it pulling under. 
Well test on C- 2 came out the same. Will be swapping it out of test when we get the
chance. 
Started purging and organizing the filing cabinet. 
Changed out some water hoses on the platform. 
Repaired chemical leak in tubing tray above header skid and by the tank for the 
Scaletreat FES 14755 .
Bilfinger worked on blasting and priming the header skid, test separator, and the 
incoming pig receivers from C platform.",2022-04-21__Arena Partner DPR.pdf
2022-04-21,16837,639,180,16,354,"Made visit to C platform, checked sand traps, and put the C- 1 into test.
Pulled test on B- 4 and put B- 2 into test.
The rental generator went down at 
3:45
am due to low coolant. 
We refilled it and tried starting it back up several times but it is acting like it isn
’
t 
getting any fuel. Got with Axis and they are sending a mechanic out first thing in the 
morning. 
Held crane ops with Bilfinger and filled their sand pot and moved pic boards onto 
the air compressor. 
Bilfinger worked on cleaning up and blowing down around the facility getting ready 
to go in tomorrow.",2022-04-22__Arena Partner DPR.pdf
2022-04-22,16853,674,180,17,354,"Made visit to C platform, checked sand traps, and got shakeouts on wells.
Pulled test on B- 2 and C- 1 then restarted both.
Floated over the float cell, skimmer, and sump. 
Bilfinger departed the platform for days off. 
Axis mechanic came out to troubleshoot the rental generator. Found fuel solenoid 
was bad. 
Due to the unknown extent of damage to the fuel system we will be replacing it 
with another rental generator. 
Axis mechanic went in. 
Cleaned out and organized the tool room and washed down the compressor skid. 
Changed out the fire extinguisher holder in the crane cab. 
Cleaned up in the quarters and started on laundry.",2022-04-23__Arena Partner DPR.pdf
2022-04-23,16718,639,180,16,354,"Made visit to C platform, checked sand traps, and got shakeouts on wells. 
Well test on B- 2 and C- 1 .
Changed out the spring and latch on the crane auxiliary ball. 
Fixed the leak in the shower by eight-man room. 
Pumped out the diesel in the rental generator and put it in the crane. 
Cleaned up work area by incoming pig receivers from C platform and organized the 
drink shelf. 
Danos valve techs working on PSV inspection on B platform. They completed the 
top deck and started on the production deck. 
Changed fuel filters on the platform diesel generator.",2022-04-24__Arena Partner DPR.pdf
2022-04-24,16658,619,180,16,354,"Made visit to C platform, checked sand traps, and got shakeouts on wells. 
Well test on B- 2 and C- 1 .
Offloaded and backloaded the MV Emelie Rose including the rental generator swap 
out. 
Electrician came out and unhooked the old rental and hooked up the new rental 
generator. 
He then looked over our diesel generator and couldn
’
t see an issue with the loss of 
power issue we had yesterday then left the field. 
Dumped tote of Phasetreat 6179
A and Scaletreat FES 14755 .
Batch treated the system with Biotreat. 
Completed the weekly capsule inspection. 
Checked supplies that came in and marked them in Coupa. 
Danos completed all PSV inspections on the facility with the exception of the 
chemical PSVs and the flame arrestors. 
Seatrax mechanic completed quarterly inspection on crane at B platform.",2022-04-25__Arena Partner DPR.pdf
2022-04-25,16595,680,180,17,354,"Visit C-PF with Danos , and finished PSV testing. SeaTrax started Quarterly on crane 
but needs scaffold to complete job.
Installed weather station on top of crane at B-PF
Weekly FWP inspection failed, have tech coming out tomorrow.",2022-04-26__Arena Partner DPR.pdf
2022-04-26,14022,520,172,15,310,"Inlet sep LSH SI PF and we also had instument gas PSH at C-PF close to the same 
time we were able to put B-PF BOL and had to wait on Arena 51 to get back to C-PF A-Pro worked on FWP and is ready to pull pump
Danos finished PSV's and will come back fro Flame arrestors   
Lower temp on heater treater 120
*",2022-04-27__Arena Partner DPR.pdf
2022-04-27,16459,723,184,18,351,"Made Crew Change. 
Made Visit to C-platform 
Worked with A-pro on Fire water pump. Put everything back together and started 
pump
Everything worked fine. Pump back in service 
Hooked up Corrtreat to LP Sep water outlet and set to 8 Quarts. As per Mark with
Clariant",2022-04-28__Arena Partner DPR.pdf
2022-04-28,16513,568,170,14,351,"Made Monthly Visits to HI 474 and HI 536
 
Punched Fire Extinguishers and Checked lifesaving Equipment 
Made Daily visit to C-platform 
Changed out Wet oil pump 
Topped off all equipment and day tank with diesel 
Boat filled up diesel tote for us 
Took on water",2022-04-29__Arena Partner DPR.pdf
